x,variable,value,L1,site,,,
07/04/1988,y,NA,TM,Gs4,,,
07/04/1988,y,NA,TM,Reveg,,,
07/04/1988,y,NA,TM,Sval1,,,
07/04/1988,y,NA,TM,Sval3,,,
07/04/1988,y,NA,TM,Sval6,,,
07/04/1988,y,NA,TM,Sval7,,,
07/04/1988,y,NA,TM,Sval8,,,
07/04/1988,y,NA,TM,Sval9,,,
16/04/1988,y,NA,TM,Gs1,,,
16/04/1988,y,NA,TM,Gs2,,,
16/04/1988,y,NA,TM,Gs3,,,
16/04/1988,y,NA,TM,Gs4,,,
16/04/1988,y,NA,TM,Reveg,,,
21/04/1988,y,NA,TM,As,,,
21/04/1988,y,NA,TM,Gs1,,,
21/04/1988,y,NA,TM,Gs2,,,
21/04/1988,y,NA,TM,Gs3,,,
21/04/1988,y,NA,TM,Gs4,,,
21/04/1988,y,NA,TM,Reveg,,,
21/04/1988,y,NA,TM,Sval1,,,
21/04/1988,y,NA,TM,Sval3,,,
21/04/1988,y,NA,TM,Sval6,,,
21/04/1988,y,NA,TM,Sval7,,,
21/04/1988,y,NA,TM,Sval8,,,
21/04/1988,y,NA,TM,Sval9,,,
23/04/1988,y,NA,TM,As,,,
23/04/1988,y,NA,TM,Gs1,,,
23/04/1988,y,NA,TM,Gs2,,,
23/04/1988,y,NA,TM,Gs3,,,
23/04/1988,y,NA,TM,Gs4,,,
23/04/1988,y,NA,TM,Reveg,,,
23/04/1988,y,NA,TM,Sval1,,,
23/04/1988,y,NA,TM,Sval3,,,
23/04/1988,y,NA,TM,Sval6,,,
23/04/1988,y,NA,TM,Sval7,,,
23/04/1988,y,NA,TM,Sval8,,,
23/04/1988,y,NA,TM,Sval9,,,
02/05/1988,y,NA,TM,Gs1,,,
02/05/1988,y,NA,TM,Gs2,,,
02/05/1988,y,NA,TM,Gs3,,,
02/05/1988,y,NA,TM,Gs4,,,
02/05/1988,y,NA,TM,Reveg,,,
07/05/1988,y,NA,TM,As,,,
07/05/1988,y,NA,TM,Gs1,,,
07/05/1988,y,NA,TM,Gs2,,,
07/05/1988,y,NA,TM,Gs3,,,
07/05/1988,y,NA,TM,Gs4,,,
07/05/1988,y,NA,TM,Reveg,,,
07/05/1988,y,NA,TM,Sval1,,,
07/05/1988,y,NA,TM,Sval3,,,
07/05/1988,y,NA,TM,Sval6,,,
07/05/1988,y,NA,TM,Sval7,,,
07/05/1988,y,NA,TM,Sval8,,,
07/05/1988,y,NA,TM,Sval9,,,
09/05/1988,y,0.222,TM,As,,,
09/05/1988,y,0.122,TM,Gs1,,,
09/05/1988,y,0.079,TM,Gs2,,,
09/05/1988,y,NA,TM,Gs3,,,
09/05/1988,y,0.106,TM,Gs4,,,
09/05/1988,y,0.133,TM,Reveg,,,
09/05/1988,y,0.199,TM,Sval1,,,
09/05/1988,y,0.133,TM,Sval3,,,
09/05/1988,y,0.096,TM,Sval6,,,
09/05/1988,y,0.117,TM,Sval7,,,
09/05/1988,y,0.074,TM,Sval8,,,
09/05/1988,y,0.069,TM,Sval9,,,
16/05/1988,y,NA,TM,As,,,
16/05/1988,y,NA,TM,Gs1,,,
16/05/1988,y,NA,TM,Gs2,,,
16/05/1988,y,NA,TM,Gs3,,,
16/05/1988,y,NA,TM,Gs4,,,
16/05/1988,y,NA,TM,Reveg,,,
16/05/1988,y,NA,TM,Sval1,,,
16/05/1988,y,NA,TM,Sval3,,,
16/05/1988,y,NA,TM,Sval6,,,
16/05/1988,y,NA,TM,Sval7,,,
16/05/1988,y,NA,TM,Sval8,,,
16/05/1988,y,NA,TM,Sval9,,,
18/05/1988,y,NA,TM,Gs1,,,
18/05/1988,y,NA,TM,Gs2,,,
18/05/1988,y,NA,TM,Gs3,,,
18/05/1988,y,NA,TM,Gs4,,,
18/05/1988,y,NA,TM,Reveg,,,
23/05/1988,y,NA,TM,As,,,
23/05/1988,y,NA,TM,Gs1,,,
23/05/1988,y,NA,TM,Gs2,,,
23/05/1988,y,NA,TM,Gs3,,,
23/05/1988,y,NA,TM,Gs4,,,
23/05/1988,y,NA,TM,Reveg,,,
23/05/1988,y,0.229,TM,Sval1,,,
23/05/1988,y,0.219,TM,Sval3,,,
23/05/1988,y,0.132,TM,Sval6,,,
23/05/1988,y,0.159,TM,Sval7,,,
23/05/1988,y,0.108,TM,Sval8,,,
23/05/1988,y,NA,TM,Sval9,,,
25/05/1988,y,NA,TM,As,,,
25/05/1988,y,NA,TM,Gs1,,,
25/05/1988,y,NA,TM,Gs2,,,
25/05/1988,y,NA,TM,Gs3,,,
25/05/1988,y,NA,TM,Gs4,,,
25/05/1988,y,NA,TM,Reveg,,,
25/05/1988,y,NA,TM,Sval1,,,
25/05/1988,y,NA,TM,Sval3,,,
25/05/1988,y,NA,TM,Sval6,,,
25/05/1988,y,NA,TM,Sval7,,,
25/05/1988,y,NA,TM,Sval8,,,
25/05/1988,y,NA,TM,Sval9,,,
01/06/1988,y,NA,TM,As,,,
01/06/1988,y,NA,TM,Gs1,,,
01/06/1988,y,NA,TM,Gs2,,,
01/06/1988,y,NA,TM,Gs3,,,
01/06/1988,y,NA,TM,Gs4,,,
01/06/1988,y,NA,TM,Reveg,,,
01/06/1988,y,NA,TM,Sval1,,,
01/06/1988,y,NA,TM,Sval3,,,
01/06/1988,y,NA,TM,Sval6,,,
01/06/1988,y,NA,TM,Sval7,,,
01/06/1988,y,NA,TM,Sval8,,,
01/06/1988,y,NA,TM,Sval9,,,
03/06/1988,y,NA,TM,Gs1,,,
03/06/1988,y,NA,TM,Gs2,,,
03/06/1988,y,NA,TM,Gs3,,,
03/06/1988,y,NA,TM,Gs4,,,
03/06/1988,y,NA,TM,Reveg,,,
08/06/1988,y,NA,TM,As,,,
08/06/1988,y,NA,TM,Gs1,,,
08/06/1988,y,NA,TM,Gs2,,,
08/06/1988,y,NA,TM,Gs3,,,
08/06/1988,y,NA,TM,Gs4,,,
08/06/1988,y,NA,TM,Reveg,,,
08/06/1988,y,NA,TM,Sval1,,,
08/06/1988,y,NA,TM,Sval3,,,
08/06/1988,y,0.303,TM,Sval7,,,
10/06/1988,y,0.411,TM,As,,,
10/06/1988,y,NA,TM,Gs1,,,
10/06/1988,y,NA,TM,Gs2,,,
10/06/1988,y,NA,TM,Gs4,,,
10/06/1988,y,NA,TM,Reveg,,,
10/06/1988,y,NA,TM,Sval1,,,
10/06/1988,y,NA,TM,Sval3,,,
10/06/1988,y,NA,TM,Sval6,,,
19/06/1988,y,NA,TM,Gs1,,,
19/06/1988,y,NA,TM,Gs2,,,
19/06/1988,y,NA,TM,Gs3,,,
19/06/1988,y,NA,TM,Gs4,,,
19/06/1988,y,NA,TM,Reveg,,,
26/06/1988,y,NA,TM,As,,,
26/06/1988,y,NA,TM,Gs1,,,
26/06/1988,y,NA,TM,Gs2,,,
26/06/1988,y,NA,TM,Gs3,,,
26/06/1988,y,NA,TM,Gs4,,,
26/06/1988,y,NA,TM,Reveg,,,
26/06/1988,y,NA,TM,Sval1,,,
26/06/1988,y,NA,TM,Sval3,,,
26/06/1988,y,NA,TM,Sval6,,,
26/06/1988,y,NA,TM,Sval7,,,
26/06/1988,y,NA,TM,Sval8,,,
26/06/1988,y,NA,TM,Sval9,,,
03/07/1988,y,NA,TM,As,,,
03/07/1988,y,NA,TM,Gs1,,,
03/07/1988,y,NA,TM,Gs2,,,
03/07/1988,y,NA,TM,Gs3,,,
03/07/1988,y,NA,TM,Gs4,,,
03/07/1988,y,NA,TM,Reveg,,,
03/07/1988,y,NA,TM,Sval1,,,
03/07/1988,y,NA,TM,Sval3,,,
03/07/1988,y,NA,TM,Sval6,,,
03/07/1988,y,NA,TM,Sval7,,,
03/07/1988,y,NA,TM,Sval8,,,
03/07/1988,y,NA,TM,Sval9,,,
05/07/1988,y,NA,TM,Gs1,,,
05/07/1988,y,NA,TM,Gs2,,,
05/07/1988,y,NA,TM,Gs3,,,
05/07/1988,y,NA,TM,Gs4,,,
05/07/1988,y,NA,TM,Reveg,,,
04/08/1988,y,NA,TM,As,,,
04/08/1988,y,0.53,TM,Gs1,,,
04/08/1988,y,0.504,TM,Gs2,,,
04/08/1988,y,0.553,TM,Gs3,,,
04/08/1988,y,0.515,TM,Gs4,,,
04/08/1988,y,0.476,TM,Reveg,,,
04/08/1988,y,0.509,TM,Sval1,,,
04/08/1988,y,0.508,TM,Sval3,,,
04/08/1988,y,0.468,TM,Sval6,,,
04/08/1988,y,0.498,TM,Sval7,,,
04/08/1988,y,0.515,TM,Sval8,,,
04/08/1988,y,0.493,TM,Sval9,,,
06/08/1988,y,NA,TM,Gs1,,,
06/08/1988,y,NA,TM,Gs2,,,
06/08/1988,y,NA,TM,Gs3,,,
06/08/1988,y,NA,TM,Gs4,,,
06/08/1988,y,NA,TM,Reveg,,,
11/08/1988,y,NA,TM,As,,,
20/08/1988,y,NA,TM,As,,,
20/08/1988,y,0.522,TM,Gs1,,,
20/08/1988,y,0.492,TM,Gs2,,,
20/08/1988,y,0.544,TM,Gs3,,,
20/08/1988,y,0.5,TM,Gs4,,,
20/08/1988,y,0.264,TM,Reveg,,,
20/08/1988,y,0.486,TM,Sval1,,,
20/08/1988,y,0.488,TM,Sval3,,,
20/08/1988,y,0.455,TM,Sval6,,,
20/08/1988,y,0.486,TM,Sval7,,,
20/08/1988,y,0.513,TM,Sval8,,,
20/08/1988,y,NA,TM,Sval9,,,
22/08/1988,y,NA,TM,Gs1,,,
22/08/1988,y,NA,TM,Gs2,,,
22/08/1988,y,NA,TM,Gs3,,,
22/08/1988,y,NA,TM,Gs4,,,
22/08/1988,y,NA,TM,Reveg,,,
12/09/1988,y,NA,TM,As,,,
12/09/1988,y,NA,TM,Reveg,,,
12/09/1988,y,0.441,TM,Sval1,,,
12/09/1988,y,NA,TM,Sval3,,,
12/09/1988,y,NA,TM,Sval6,,,
12/09/1988,y,NA,TM,Sval7,,,
12/09/1988,y,NA,TM,Sval8,,,
12/09/1988,y,NA,TM,Sval9,,,
14/09/1988,y,NA,TM,As,,,
14/09/1988,y,NA,TM,Gs1,,,
14/09/1988,y,NA,TM,Gs2,,,
14/09/1988,y,NA,TM,Gs3,,,
14/09/1988,y,NA,TM,Gs4,,,
14/09/1988,y,NA,TM,Reveg,,,
14/09/1988,y,NA,TM,Sval1,,,
14/09/1988,y,NA,TM,Sval3,,,
14/09/1988,y,NA,TM,Sval6,,,
14/09/1988,y,NA,TM,Sval7,,,
14/09/1988,y,NA,TM,Sval8,,,
14/09/1988,y,NA,TM,Sval9,,,
09/10/1988,y,NA,TM,Gs1,,,
09/10/1988,y,NA,TM,Gs2,,,
09/10/1988,y,NA,TM,Gs3,,,
09/10/1988,y,NA,TM,Gs4,,,
09/10/1988,y,NA,TM,Reveg,,,
16/10/1988,y,0.341,TM,As,,,
16/10/1988,y,0.312,TM,Gs1,,,
16/10/1988,y,0.286,TM,Gs2,,,
16/10/1988,y,0.334,TM,Gs3,,,
16/10/1988,y,0.296,TM,Gs4,,,
16/10/1988,y,0.293,TM,Reveg,,,
16/10/1988,y,0.296,TM,Sval1,,,
16/10/1988,y,0.295,TM,Sval3,,,
16/10/1988,y,0.222,TM,Sval6,,,
16/10/1988,y,0.259,TM,Sval7,,,
16/10/1988,y,0.24,TM,Sval8,,,
16/10/1988,y,0.192,TM,Sval9,,,
25/10/1988,y,NA,TM,Gs1,,,
25/10/1988,y,NA,TM,Gs2,,,
25/10/1988,y,NA,TM,Gs3,,,
25/10/1988,y,NA,TM,Gs4,,,
25/10/1988,y,NA,TM,Reveg,,,
16/03/1989,y,NA,TM,As,,,
16/03/1989,y,NA,TM,Gs1,,,
16/03/1989,y,NA,TM,Gs2,,,
16/03/1989,y,NA,TM,Gs3,,,
16/03/1989,y,NA,TM,Gs4,,,
16/03/1989,y,NA,TM,Reveg,,,
16/03/1989,y,NA,TM,Sval1,,,
16/03/1989,y,NA,TM,Sval3,,,
16/03/1989,y,NA,TM,Sval6,,,
16/03/1989,y,NA,TM,Sval7,,,
16/03/1989,y,NA,TM,Sval8,,,
16/03/1989,y,NA,TM,Sval9,,,
24/04/1989,y,NA,TM,As,,,
26/04/1989,y,NA,TM,As,,,
26/04/1989,y,NA,TM,Gs1,,,
26/04/1989,y,NA,TM,Gs2,,,
26/04/1989,y,NA,TM,Gs3,,,
26/04/1989,y,NA,TM,Gs4,,,
26/04/1989,y,NA,TM,Reveg,,,
26/04/1989,y,NA,TM,Sval1,,,
26/04/1989,y,NA,TM,Sval3,,,
26/04/1989,y,NA,TM,Sval6,,,
26/04/1989,y,NA,TM,Sval7,,,
26/04/1989,y,NA,TM,Sval8,,,
26/04/1989,y,NA,TM,Sval9,,,
05/05/1989,y,NA,TM,Gs1,,,
05/05/1989,y,NA,TM,Gs2,,,
05/05/1989,y,NA,TM,Gs3,,,
05/05/1989,y,NA,TM,Gs4,,,
05/05/1989,y,0.003,TM,Reveg,,,
05/05/1989,y,NA,TM,Sval1,,,
10/05/1989,y,NA,TM,As,,,
19/05/1989,y,0.217,TM,As,,,
19/05/1989,y,0.141,TM,Gs1,,,
19/05/1989,y,0.103,TM,Gs2,,,
19/05/1989,y,0.14,TM,Gs3,,,
19/05/1989,y,0.115,TM,Gs4,,,
19/05/1989,y,0.152,TM,Reveg,,,
19/05/1989,y,0.172,TM,Sval1,,,
19/05/1989,y,0.139,TM,Sval3,,,
19/05/1989,y,0.08,TM,Sval6,,,
19/05/1989,y,0.076,TM,Sval7,,,
19/05/1989,y,0.022,TM,Sval8,,,
19/05/1989,y,NA,TM,Sval9,,,
28/05/1989,y,NA,TM,As,,,
28/05/1989,y,NA,TM,Gs1,,,
28/05/1989,y,NA,TM,Gs2,,,
28/05/1989,y,NA,TM,Gs3,,,
28/05/1989,y,NA,TM,Gs4,,,
28/05/1989,y,NA,TM,Reveg,,,
28/05/1989,y,NA,TM,Sval1,,,
28/05/1989,y,NA,TM,Sval3,,,
28/05/1989,y,NA,TM,Sval6,,,
28/05/1989,y,NA,TM,Sval7,,,
28/05/1989,y,NA,TM,Sval8,,,
28/05/1989,y,NA,TM,Sval9,,,
06/06/1989,y,0.299,TM,Gs1,,,
06/06/1989,y,0.289,TM,Gs2,,,
06/06/1989,y,0.316,TM,Gs3,,,
06/06/1989,y,0.293,TM,Gs4,,,
06/06/1989,y,0.255,TM,Reveg,,,
06/06/1989,y,NA,TM,Sval1,,,
06/06/1989,y,NA,TM,Sval3,,,
06/06/1989,y,NA,TM,Sval9,,,
11/06/1989,y,0.37,TM,As,,,
11/06/1989,y,NA,TM,Sval1,,,
11/06/1989,y,NA,TM,Sval3,,,
11/06/1989,y,NA,TM,Sval6,,,
11/06/1989,y,NA,TM,Sval7,,,
11/06/1989,y,NA,TM,Sval8,,,
11/06/1989,y,NA,TM,Sval9,,,
20/06/1989,y,0.309,TM,As,,,
20/06/1989,y,NA,TM,Gs1,,,
20/06/1989,y,NA,TM,Gs2,,,
20/06/1989,y,NA,TM,Gs3,,,
20/06/1989,y,NA,TM,Gs4,,,
20/06/1989,y,NA,TM,Reveg,,,
20/06/1989,y,NA,TM,Sval1,,,
20/06/1989,y,NA,TM,Sval3,,,
20/06/1989,y,NA,TM,Sval6,,,
20/06/1989,y,NA,TM,Sval7,,,
20/06/1989,y,NA,TM,Sval8,,,
20/06/1989,y,NA,TM,Sval9,,,
27/06/1989,y,0.462,TM,As,,,
27/06/1989,y,NA,TM,Sval1,,,
27/06/1989,y,NA,TM,Sval3,,,
27/06/1989,y,NA,TM,Sval6,,,
27/06/1989,y,0.375,TM,Sval7,,,
27/06/1989,y,0.368,TM,Sval8,,,
27/06/1989,y,NA,TM,Sval9,,,
29/06/1989,y,NA,TM,As,,,
29/06/1989,y,NA,TM,Gs1,,,
29/06/1989,y,NA,TM,Gs2,,,
29/06/1989,y,NA,TM,Gs3,,,
29/06/1989,y,NA,TM,Gs4,,,
29/06/1989,y,NA,TM,Reveg,,,
29/06/1989,y,NA,TM,Sval1,,,
29/06/1989,y,NA,TM,Sval3,,,
29/06/1989,y,NA,TM,Sval6,,,
29/06/1989,y,NA,TM,Sval7,,,
29/06/1989,y,0.341,TM,Sval8,,,
29/06/1989,y,NA,TM,Sval9,,,
06/07/1989,y,NA,TM,As,,,
06/07/1989,y,0.461,TM,Gs1,,,
06/07/1989,y,0.446,TM,Gs2,,,
06/07/1989,y,0.482,TM,Gs3,,,
06/07/1989,y,0.455,TM,Gs4,,,
06/07/1989,y,0.411,TM,Reveg,,,
06/07/1989,y,0.409,TM,Sval1,,,
06/07/1989,y,0.459,TM,Sval3,,,
06/07/1989,y,0.4,TM,Sval6,,,
06/07/1989,y,0.396,TM,Sval7,,,
06/07/1989,y,NA,TM,Sval8,,,
06/07/1989,y,0.355,TM,Sval9,,,
08/07/1989,y,0.464,TM,Gs1,,,
08/07/1989,y,0.418,TM,Gs2,,,
08/07/1989,y,NA,TM,Gs3,,,
08/07/1989,y,0.393,TM,Gs4,,,
08/07/1989,y,0.425,TM,Reveg,,,
08/07/1989,y,NA,TM,Sval1,,,
13/07/1989,y,0.537,TM,As,,,
13/07/1989,y,NA,TM,Sval1,,,
13/07/1989,y,NA,TM,Sval3,,,
13/07/1989,y,NA,TM,Sval6,,,
13/07/1989,y,NA,TM,Sval7,,,
13/07/1989,y,NA,TM,Sval8,,,
13/07/1989,y,NA,TM,Sval9,,,
22/07/1989,y,NA,TM,As,,,
22/07/1989,y,NA,TM,Gs1,,,
22/07/1989,y,NA,TM,Gs2,,,
22/07/1989,y,NA,TM,Gs3,,,
22/07/1989,y,NA,TM,Gs4,,,
22/07/1989,y,NA,TM,Reveg,,,
22/07/1989,y,NA,TM,Sval1,,,
22/07/1989,y,NA,TM,Sval3,,,
22/07/1989,y,NA,TM,Sval6,,,
22/07/1989,y,NA,TM,Sval7,,,
22/07/1989,y,NA,TM,Sval8,,,
22/07/1989,y,NA,TM,Sval9,,,
24/07/1989,y,0.453,TM,Gs1,,,
24/07/1989,y,0.414,TM,Gs2,,,
24/07/1989,y,0.498,TM,Gs3,,,
24/07/1989,y,0.458,TM,Gs4,,,
24/07/1989,y,NA,TM,Reveg,,,
24/07/1989,y,NA,TM,Sval1,,,
31/07/1989,y,NA,TM,As,,,
31/07/1989,y,NA,TM,Gs1,,,
31/07/1989,y,NA,TM,Gs2,,,
31/07/1989,y,NA,TM,Gs3,,,
31/07/1989,y,NA,TM,Gs4,,,
31/07/1989,y,0.431,TM,Reveg,,,
31/07/1989,y,0.465,TM,Sval1,,,
31/07/1989,y,NA,TM,Sval3,,,
31/07/1989,y,0.43,TM,Sval6,,,
31/07/1989,y,NA,TM,Sval7,,,
31/07/1989,y,0.492,TM,Sval8,,,
31/07/1989,y,NA,TM,Sval9,,,
07/08/1989,y,NA,TM,As,,,
07/08/1989,y,0.322,TM,Gs1,,,
07/08/1989,y,0.307,TM,Gs2,,,
07/08/1989,y,0.33,TM,Gs3,,,
07/08/1989,y,0.317,TM,Gs4,,,
07/08/1989,y,NA,TM,Reveg,,,
07/08/1989,y,NA,TM,Sval1,,,
07/08/1989,y,0.336,TM,Sval3,,,
07/08/1989,y,0.312,TM,Sval6,,,
07/08/1989,y,0.276,TM,Sval7,,,
07/08/1989,y,NA,TM,Sval8,,,
07/08/1989,y,0.318,TM,Sval9,,,
14/08/1989,y,NA,TM,As,,,
30/08/1989,y,NA,TM,As,,,
30/08/1989,y,NA,TM,Sval1,,,
30/08/1989,y,NA,TM,Sval3,,,
30/08/1989,y,NA,TM,Sval6,,,
30/08/1989,y,0.343,TM,Sval7,,,
30/08/1989,y,NA,TM,Sval8,,,
30/08/1989,y,NA,TM,Sval9,,,
10/09/1989,y,NA,TM,Gs1,,,
10/09/1989,y,0.209,TM,Gs2,,,
10/09/1989,y,0.19,TM,Gs3,,,
10/09/1989,y,0.274,TM,Gs4,,,
10/09/1989,y,0.371,TM,Reveg,,,
10/09/1989,y,NA,TM,Sval1,,,
15/09/1989,y,NA,TM,As,,,
15/09/1989,y,NA,TM,Sval1,,,
15/09/1989,y,NA,TM,Sval3,,,
15/09/1989,y,NA,TM,Sval6,,,
15/09/1989,y,NA,TM,Sval7,,,
15/09/1989,y,NA,TM,Sval8,,,
15/09/1989,y,NA,TM,Sval9,,,
26/09/1989,y,0.392,TM,Gs1,,,
26/09/1989,y,0.378,TM,Gs2,,,
26/09/1989,y,0.413,TM,Gs3,,,
26/09/1989,y,0.385,TM,Gs4,,,
26/09/1989,y,0.356,TM,Reveg,,,
26/09/1989,y,NA,TM,Sval1,,,
26/09/1989,y,NA,TM,Sval3,,,
26/09/1989,y,NA,TM,Sval9,,,
17/10/1989,y,NA,TM,As,,,
19/10/1989,y,0.218,TM,As,,,
19/10/1989,y,NA,TM,Gs1,,,
19/10/1989,y,NA,TM,Gs2,,,
19/10/1989,y,NA,TM,Gs3,,,
19/10/1989,y,NA,TM,Gs4,,,
19/10/1989,y,NA,TM,Reveg,,,
19/10/1989,y,NA,TM,Sval1,,,
19/10/1989,y,NA,TM,Sval3,,,
19/10/1989,y,NA,TM,Sval6,,,
19/10/1989,y,NA,TM,Sval7,,,
19/10/1989,y,NA,TM,Sval8,,,
19/10/1989,y,0.048,TM,Sval9,,,
28/10/1989,y,NA,TM,Gs1,,,
28/10/1989,y,NA,TM,Gs2,,,
28/10/1989,y,NA,TM,Gs3,,,
28/10/1989,y,NA,TM,Gs4,,,
28/10/1989,y,NA,TM,Reveg,,,
28/10/1989,y,NA,TM,Sval1,,,
03/03/1990,y,NA,TM,Gs1,,,
03/03/1990,y,NA,TM,Gs2,,,
03/03/1990,y,NA,TM,Gs3,,,
03/03/1990,y,NA,TM,Gs4,,,
03/03/1990,y,NA,TM,Reveg,,,
03/03/1990,y,NA,TM,Sval1,,,
03/03/1990,y,NA,TM,Sval3,,,
03/03/1990,y,NA,TM,Sval6,,,
03/03/1990,y,NA,TM,Sval7,,,
03/03/1990,y,NA,TM,Sval8,,,
03/03/1990,y,NA,TM,Sval9,,,
21/03/1990,y,NA,TM,Gs1,,,
21/03/1990,y,NA,TM,Gs2,,,
21/03/1990,y,NA,TM,Gs3,,,
21/03/1990,y,NA,TM,Gs4,,,
21/03/1990,y,NA,TM,Reveg,,,
13/04/1990,y,NA,TM,As,,,
13/04/1990,y,NA,TM,Gs1,,,
13/04/1990,y,NA,TM,Gs2,,,
13/04/1990,y,NA,TM,Gs3,,,
13/04/1990,y,NA,TM,Gs4,,,
13/04/1990,y,NA,TM,Reveg,,,
13/04/1990,y,NA,TM,Sval1,,,
13/04/1990,y,NA,TM,Sval3,,,
13/04/1990,y,NA,TM,Sval6,,,
13/04/1990,y,NA,TM,Sval7,,,
13/04/1990,y,NA,TM,Sval8,,,
13/04/1990,y,NA,TM,Sval9,,,
22/04/1990,y,NA,TM,Gs1,,,
22/04/1990,y,NA,TM,Gs2,,,
22/04/1990,y,NA,TM,Gs3,,,
22/04/1990,y,NA,TM,Gs4,,,
22/04/1990,y,NA,TM,Reveg,,,
29/04/1990,y,NA,TM,As,,,
29/04/1990,y,NA,TM,Gs1,,,
29/04/1990,y,NA,TM,Gs2,,,
29/04/1990,y,NA,TM,Gs3,,,
29/04/1990,y,NA,TM,Gs4,,,
29/04/1990,y,NA,TM,Reveg,,,
29/04/1990,y,NA,TM,Sval1,,,
29/04/1990,y,NA,TM,Sval3,,,
29/04/1990,y,NA,TM,Sval6,,,
29/04/1990,y,NA,TM,Sval7,,,
29/04/1990,y,NA,TM,Sval8,,,
29/04/1990,y,NA,TM,Sval9,,,
06/05/1990,y,0.153,TM,As,,,
06/05/1990,y,NA,TM,Gs1,,,
06/05/1990,y,NA,TM,Gs2,,,
06/05/1990,y,NA,TM,Gs3,,,
06/05/1990,y,NA,TM,Gs4,,,
06/05/1990,y,NA,TM,Reveg,,,
06/05/1990,y,NA,TM,Sval1,,,
06/05/1990,y,0.156,TM,Sval3,,,
06/05/1990,y,NA,TM,Sval6,,,
06/05/1990,y,0.081,TM,Sval7,,,
06/05/1990,y,-0.004,TM,Sval8,,,
06/05/1990,y,NA,TM,Sval9,,,
08/05/1990,y,NA,TM,Gs1,,,
08/05/1990,y,NA,TM,Gs2,,,
08/05/1990,y,NA,TM,Gs3,,,
08/05/1990,y,NA,TM,Gs4,,,
08/05/1990,y,NA,TM,Reveg,,,
15/05/1990,y,0.119,TM,As,,,
15/05/1990,y,0.104,TM,Gs1,,,
15/05/1990,y,0.104,TM,Gs2,,,
15/05/1990,y,0.139,TM,Gs3,,,
15/05/1990,y,0.122,TM,Gs4,,,
15/05/1990,y,0.141,TM,Reveg,,,
15/05/1990,y,0.252,TM,Sval1,,,
15/05/1990,y,NA,TM,Sval3,,,
15/05/1990,y,NA,TM,Sval6,,,
15/05/1990,y,NA,TM,Sval7,,,
15/05/1990,y,NA,TM,Sval8,,,
15/05/1990,y,NA,TM,Sval9,,,
24/05/1990,y,0.224,TM,Gs1,,,
24/05/1990,y,NA,TM,Gs2,,,
24/05/1990,y,NA,TM,Gs3,,,
24/05/1990,y,NA,TM,Gs4,,,
24/05/1990,y,NA,TM,Reveg,,,
31/05/1990,y,NA,TM,As,,,
31/05/1990,y,NA,TM,Gs1,,,
31/05/1990,y,NA,TM,Gs2,,,
31/05/1990,y,NA,TM,Gs3,,,
31/05/1990,y,NA,TM,Gs4,,,
31/05/1990,y,NA,TM,Reveg,,,
31/05/1990,y,NA,TM,Sval1,,,
31/05/1990,y,NA,TM,Sval3,,,
31/05/1990,y,NA,TM,Sval6,,,
31/05/1990,y,NA,TM,Sval7,,,
31/05/1990,y,NA,TM,Sval8,,,
31/05/1990,y,NA,TM,Sval9,,,
07/06/1990,y,0.389,TM,As,,,
07/06/1990,y,NA,TM,Gs1,,,
07/06/1990,y,NA,TM,Gs2,,,
07/06/1990,y,NA,TM,Gs3,,,
07/06/1990,y,NA,TM,Gs4,,,
07/06/1990,y,NA,TM,Reveg,,,
07/06/1990,y,NA,TM,Sval1,,,
07/06/1990,y,NA,TM,Sval3,,,
07/06/1990,y,NA,TM,Sval6,,,
07/06/1990,y,NA,TM,Sval7,,,
07/06/1990,y,NA,TM,Sval8,,,
07/06/1990,y,NA,TM,Sval9,,,
09/06/1990,y,0.33,TM,Gs1,,,
09/06/1990,y,0.323,TM,Gs2,,,
09/06/1990,y,0.349,TM,Gs3,,,
09/06/1990,y,0.353,TM,Gs4,,,
09/06/1990,y,NA,TM,Reveg,,,
14/06/1990,y,NA,TM,As,,,
14/06/1990,y,NA,TM,Reveg,,,
14/06/1990,y,NA,TM,Sval1,,,
14/06/1990,y,NA,TM,Sval3,,,
14/06/1990,y,NA,TM,Sval6,,,
14/06/1990,y,NA,TM,Sval7,,,
14/06/1990,y,NA,TM,Sval8,,,
14/06/1990,y,NA,TM,Sval9,,,
16/06/1990,y,0.499,TM,As,,,
16/06/1990,y,0.465,TM,Gs1,,,
16/06/1990,y,0.446,TM,Gs2,,,
16/06/1990,y,0.479,TM,Gs3,,,
16/06/1990,y,0.451,TM,Gs4,,,
16/06/1990,y,0.401,TM,Reveg,,,
16/06/1990,y,0.449,TM,Sval1,,,
16/06/1990,y,0.462,TM,Sval3,,,
16/06/1990,y,0.404,TM,Sval6,,,
16/06/1990,y,0.451,TM,Sval7,,,
16/06/1990,y,0.416,TM,Sval8,,,
16/06/1990,y,0.364,TM,Sval9,,,
09/07/1990,y,NA,TM,As,,,
09/07/1990,y,NA,TM,Gs1,,,
09/07/1990,y,NA,TM,Gs2,,,
09/07/1990,y,NA,TM,Gs3,,,
09/07/1990,y,NA,TM,Gs4,,,
09/07/1990,y,NA,TM,Reveg,,,
09/07/1990,y,NA,TM,Sval1,,,
09/07/1990,y,NA,TM,Sval3,,,
09/07/1990,y,NA,TM,Sval6,,,
09/07/1990,y,NA,TM,Sval7,,,
